,timestamp,time_of_day,day_of_week,cloud_cover,temperature_c,solar_irradiance_w,dept_load_w,hostel_load_w,total_load_w
2026-04-01 02:50:00,1775011800,2,2,0.4511441193394539,20.0,5.425983667055161,52.83882367295165,47.31056811592837,100.14939178888002
2026-04-01 02:55:00,1775012100,2,2,0.45195938715421197,20.0,6.62588482439052,49.760938031041654,60.92737626743076,110.68831429847242
2026-04-01 03:00:00,1775012400,3,2,0.458363811232717,20.0,0.0,71.36357171836637,59.87069244275216,131.23426416111852
2026-04-01 03:05:00,1775012700,3,2,0.4621404901963105,20.0,0.0,53.28513429526306,59.35303345380599,112.63816774906905
2026-04-01 03:10:00,1775013000,3,2,0.43712709411849854,20.0,0.08324333339227918,49.97841469724747,47.380152508258696,97.35856720550618
2026-04-01 03:15:00,1775013300,3,2,0.4692067126854234,20.0,4.427277988924418,46.80784679474821,56.62888016275047,103.43672695749868
2026-04-01 03:20:00,1775013600,3,2,0.48007747872490275,20.0,8.060120172055486,61.28585490179767,64.9474551395522,126.23331004134988
2026-04-01 03:25:00,1775013900,3,2,0.49453932758749214,20.0,0.0,59.47528078117814,49.50126301531423,108.97654379649236
2026-04-01 03:30:00,1775014200,3,2,0.5298883666586444,20.0,0.0,46.33468364890971,45.965903786863294,92.300587435773
2026-04-01 03:35:00,1775014500,3,2,0.5294864969465463,20.0,0.0,34.53196566676152,62.300726390896344,96.83269205765787
2026-04-01 03:40:00,1775014800,3,2,0.560792751585539,20.0,0.0,37.92733390468646,70.45439802897123,108.38173193365769
2026-04-01 03:45:00,1775015100,3,2,0.5617694561299823,20.0,0.0,47.53502063703133,71.15004883565823,118.68506947268955
2026-04-01 03:50:00,1775015400,3,2,0.5303985113452245,20.0,2.142407362898945,68.05512930582974,46.2548850022505,114.31001430808024
2026-04-01 03:55:00,1775015700,3,2,0.4920483136717236,20.0,0.0,46.651435032750456,47.25959750503108,93.91103253778154
2026-04-01 04:00:00,1775016000,4,2,0.47192052128200707,20.0,0.0,42.04777235773288,39.7083766686345,81.75614902636738
2026-04-01 04:05:00,1775016300,4,2,0.47542316797017836,20.0,14.394350069391859,26.43311836420539,51.180523244147984,77.61364160835338
2026-04-01 04:10:00,1775016600,4,2,0.48265970621049137,20.0,1.3331061681437928,70.25845436879852,39.258810685424834,109.51726505422336
2026-04-01 04:15:00,1775016900,4,2,0.48868072632048193,20.0,0.5594008866080773,57.61632979366709,44.73366558292506,102.34999537659215
2026-04-01 04:20:00,1775017200,4,2,0.48520576102689805,20.0,0.0,60.654436855939274,57.0112979816239,117.66573483756318
2026-04-01 04:25:00,1775017500,4,2,0.4918264391453398,20.0,1.3057020813147,62.87200538997944,53.899774101393966,116.77177949137341
2026-04-01 04:30:00,1775017800,4,2,0.4938064046889639,20.0,0.0,47.795118294103915,31.89278694832973,79.68790524243364
2026-04-01 04:35:00,1775018100,4,2,0.49824539234977827,20.0,0.0,51.13222899188106,65.70292298274387,116.83515197462492
2026-04-01 04:40:00,1775018400,4,2,0.4937819164612473,20.0,0.0,69.92464415243366,39.130039128482636,109.0546832809163
2026-04-01 04:45:00,1775018700,4,2,0.48610569404790377,20.0,3.981250569299686,52.40365487604393,40.390660761209965,92.7943156372539
2026-04-01 04:50:00,1775019000,4,2,0.4996208878915094,20.0,9.736278853269912,57.86391042841859,37.61077848235551,95.47468891077409
2026-04-01 04:55:00,1775019300,4,2,0.5188097917751446,20.0,1.8388849343893896,61.652150093342726,43.38716661435991,105.03931670770264
2026-04-01 05:00:00,1775019600,5,2,0.5054201109566597,20.0,5.524603336724295,58.60550940580751,41.03193621334172,99.63744561914923
2026-04-01 05:05:00,1775019900,5,2,0.48287060419750644,20.0,0.0,48.28448086966494,41.275665588110975,89.56014645777591
2026-04-01 05:10:00,1775020200,5,2,0.5091458947362276,20.0,0.0,49.54647142962943,25.357279482685552,74.90375091231498
2026-04-01 05:15:00,1775020500,5,2,0.4981989245730218,20.5388331836527,5.463981274022878,60.40856428340799,51.29927392053814,111.70783820394612
2026-04-01 05:20:00,1775020800,5,2,0.4962770222680164,20.745894208904698,8.327734760192048,60.38664562347377,52.3206516781556,112.70729730162937
2026-04-01 05:25:00,1775021100,5,2,0.4892674974814229,20.101480358580247,6.516319552266339,65.63656352094571,72.4440673789221,138.0806308998678
2026-04-01 05:30:00,1775021400,5,2,0.45506821836919137,20.301984610475284,0.0,57.376324708759725,54.8634099766556,112.23973468541533
2026-04-01 05:35:00,1775021700,5,2,0.4450917912747408,21.041314909086054,0.0,57.985448772543236,45.03410980281855,103.01955857536178
2026-04-01 05:40:00,1775022000,5,2,0.411508242295658,21.414302500648148,1.3899347656264045,44.02725416946337,37.99285021526579,82.02010438472917
2026-04-01 05:45:00,1775022300,5,2,0.44378369745497775,20.480088053708187,0.0,42.221428119135254,49.03723540200738,91.25866352114264
2026-04-01 05:50:00,1775022600,5,2,0.46158850013866165,20.71281322261179,1.9425179591541384,60.44858800904979,54.48722889392559,114.93581690297538
2026-04-01 05:55:00,1775022900,5,2,0.473491447469583,20.441819519563495,4.109718169963222,42.314645819375045,44.966513806809544,87.28115962618459
2026-04-01 06:00:00,1775023200,6,2,0.46258428161636456,21.55277629625336,5.022400584589086,49.72292114562135,50.61016026348572,100.33308140910707
2026-04-01 06:05:00,1775023500,6,2,0.4593469912841221,21.89266578802947,15.593108242649782,68.45795479633657,68.97354094058821,137.43149573692477
2026-04-01 06:10:00,1775023800,6,2,0.46159008671132423,21.07220915231699,12.609390635240501,66.33709325013905,46.15889872960837,112.49599197974742
2026-04-01 06:15:00,1775024100,6,2,0.45745961459407986,21.743279785870662,14.650304685242132,54.03938413174985,31.13224445207511,85.17162858382495
2026-04-01 06:20:00,1775024400,6,2,0.4691597872883142,21.44572898368601,30.038289225327144,46.03622998106489,58.73486787391435,104.77109785497925
2026-04-01 06:25:00,1775024700,6,2,0.4944213803253535,21.754449790950577,43.68339030791855,48.348597556385144,53.14321445815054,101.49181201453568
2026-04-01 06:30:00,1775025000,6,2,0.4914846654088411,22.708567340459936,38.81738613666659,61.6134603002829,32.91007988742086,94.52354018770376
2026-04-01 06:35:00,1775025300,6,2,0.4905959162823219,22.288908780704475,51.51498131970101,49.51146435159007,54.27643677276295,103.78790112435303
2026-04-01 06:40:00,1775025600,6,2,0.48688957488519496,22.745433693169804,58.60330448534952,42.527499995927485,40.02136450862253,82.54886450455001
2026-04-01 06:45:00,1775025900,6,2,0.5154826750909086,22.16430284782677,60.79183525137267,66.27290594500768,54.41322402364406,120.68612996865174
2026-04-01 06:50:00,1775026200,6,2,0.4977489359646161,23.38850532070395,67.85476791942688,52.43068213752206,69.07263509204292,121.50331722956497
2026-04-01 06:55:00,1775026500,6,2,0.4976957030753621,23.50471909769435,69.85739168987466,42.27354439488404,48.230306656567784,90.50385105145182
2026-04-01 07:00:00,1775026800,7,2,0.5099906995266211,23.335566877350313,68.48396984148353,56.41052021084207,60.832711990364864,117.24323220120694
2026-04-01 07:05:00,1775027100,7,2,0.5315411458707208,23.73542751031281,78.56825548084217,62.99956740065576,37.71512682147623,100.714694222132
2026-04-01 07:10:00,1775027400,7,2,0.5153777954500424,24.24140079756359,90.2817188777993,36.512494259169905,34.80580853662319,71.3183027957931
2026-04-01 07:15:00,1775027700,7,2,0.4869845364040622,24.129034615787504,107.51496751791476,47.31696380344451,70.17370472395672,117.49066852740123
2026-04-01 07:20:00,1775028000,7,2,0.46110471386040874,24.173616886938326,111.35340983584267,46.69819165284845,53.07815013556337,99.77634178841183
2026-04-01 07:25:00,1775028300,7,2,0.430277998818775,26.21706359901532,120.1386502028094,56.05377473922384,56.366699411613375,112.42047415083721
2026-04-01 07:30:00,1775028600,7,2,0.45370990546584533,25.131271215752015,121.76914449759118,58.459307071604755,61.52022302845377,119.97953010005853
2026-04-01 07:35:00,1775028900,7,2,0.4518719993213476,25.661784473253547,136.4166122419007,42.61863018451653,44.721851902020425,87.34048208653695
2026-04-01 07:40:00,1775029200,7,2,0.4682345673063298,26.38899523940765,143.90555008122266,30.019819167336806,58.25116359762667,88.27098276496348
2026-04-01 07:45:00,1775029500,7,2,0.470087194308434,27.896098305953554,148.5025369151587,63.810423352907506,56.73544162308817,120.54586497599567
2026-04-01 07:50:00,1775029800,7,2,0.45450361523848887,25.846416205059707,155.21019812051543,35.00975287107907,37.051951792176354,72.06170466325543
2026-04-01 07:55:00,1775030100,7,2,0.45781548599611305,26.93797350149529,150.52749107359298,53.62974723664179,65.12985311412686,118.75960035076865
2026-04-01 08:00:00,1775030400,8,2,0.48664851884015575,26.47774319937066,156.99210261104497,48.23346163402221,63.06860515979533,111.30206679381754
2026-04-01 08:05:00,1775030700,8,2,0.4832241789974874,26.843410298647047,175.13295003982327,52.17427971488381,37.16282760962272,89.33710732450652
2026-04-01 08:10:00,1775031000,8,2,0.472882370155906,27.069986964490788,178.98908360781803,72.10144187742155,52.002864414617946,124.1043062920395
2026-04-01 08:15:00,1775031300,8,2,0.45455508992989363,27.225768041248635,175.38331647768885,90.66680170181391,47.68920263087056,138.35600433268448
2026-04-01 08:20:00,1775031600,8,2,0.4347077489256766,28.13521335364266,193.00800702196318,28.136761581331314,64.18307469925938,92.31983628059069
2026-04-01 08:25:00,1775031900,8,2,0.43647795349927027,27.67881656160557,200.688230932009,63.16939033324855,35.89387993881389,99.06327027206244
2026-04-01 08:30:00,1775032200,8,2,0.45047401409937304,29.089456310008426,197.72687290247723,47.90865430006752,86.02415024210529,133.93280454217282
2026-04-01 08:35:00,1775032500,8,2,0.47188274370654476,28.80725181383441,190.6355519280718,64.0253265301177,48.25515830628125,112.28048483639895
2026-04-01 08:40:00,1775032800,8,2,0.47847506883007496,29.22939535795462,206.55455594644346,62.81277796005247,57.38445166181191,120.19722962186438
2026-04-01 08:45:00,1775033100,8,2,0.480262028341834,29.04805643694093,206.9805210251501,68.86915691667855,63.87498332002803,132.74414023670658
2026-04-01 08:50:00,1775033400,8,2,0.4646492308966898,29.44790953634398,216.15219055731686,53.8141993306148,48.04000656829856,101.85420589891336
2026-04-01 08:55:00,1775033700,8,2,0.46971555666899883,30.022518106306652,222.17475718531276,38.09319374804819,48.85058114404721,86.9437748920954
2026-04-01 09:00:00,1775034000,9,2,0.47161333356696794,29.559908015962247,227.82852786160421,462.41640591741367,44.97169106181372,507.3880969792274
2026-04-01 09:05:00,1775034300,9,2,0.4834761388078875,30.17631015168591,230.16933921755725,455.10557737769983,41.14534373868882,496.25092111638867
2026-04-01 09:10:00,1775034600,9,2,0.5029990672064268,30.100440249095335,225.14267690978113,448.8788595494166,52.718591477927205,501.59745102734377
2026-04-01 09:15:00,1775034900,9,2,0.5151900817159172,30.296304301501696,229.5643676483448,449.5519230704619,48.64733319825045,498.19925626871236
2026-04-01 09:20:00,1775035200,9,2,0.515280102446516,29.95812715180033,226.19767096713628,463.4696036242328,44.90625801674504,508.3758616409778
2026-04-01 09:25:00,1775035500,9,2,0.5234678514821497,31.913159972978807,238.408356800164,509.7239846922112,45.490360519662985,555.2143452118742
2026-04-01 09:30:00,1775035800,9,2,0.5147469088722528,31.214573481812494,229.23043747179045,458.2919107900749,55.76233453893143,514.0542453290063
2026-04-01 09:35:00,1775036100,9,2,0.5357326915741765,32.304566897084854,239.75791381680358,504.4160463556543,42.02436470649456,546.4404110621489
2026-04-01 09:40:00,1775036400,9,2,0.5504060204113281,32.45296827947713,245.10477698157004,494.07503636937304,47.5303523160777,541.6053886854507
2026-04-01 09:45:00,1775036700,9,2,0.5128804227698739,31.731227058093992,250.512597722224,464.98538875668396,58.98667391789107,523.972062674575
2026-04-01 09:50:00,1775037000,9,2,0.5237743841627359,32.04241763557618,259.62877748220143,492.8253660654676,52.47225470069299,545.2976207661607
2026-04-01 09:55:00,1775037300,9,2,0.5240672208341172,34.13098902958442,265.2324912835187,521.4683953002934,39.50440733641391,560.9728026367073
2026-04-01 10:00:00,1775037600,10,2,0.5018404154977706,34.10149895725623,253.46819686130016,510.91206256962266,49.7612893125303,560.6733518821529
2026-04-01 10:05:00,1775037900,10,2,0.4973015489078565,33.49559567418407,274.1062126280713,509.44847104842245,54.37021621142969,563.8186872598521
2026-04-01 10:10:00,1775038200,10,2,0.5081613514734746,33.84670228964472,260.0733648807173,513.1774940872494,59.892721912362425,573.0702159996118
2026-04-01 10:15:00,1775038500,10,2,0.5353762785984225,33.52568872182381,267.7826975216326,511.8579981256855,42.446213332551,554.3042114582365
2026-04-01 10:20:00,1775038800,10,2,0.5421255137970372,34.28080057968584,268.8682622239703,517.8693140541187,44.414702772988655,562.2840168271074
2026-04-01 10:25:00,1775039100,10,2,0.5250043875220701,34.04686259057469,265.0188905186023,525.6483791902425,43.048400112798035,568.6967793030406
2026-04-01 10:30:00,1775039400,10,2,0.5206251616608519,33.66424021411017,291.206889822753,513.7381050145191,43.54479800608212,557.2829030206012
2026-04-01 10:35:00,1775039700,10,2,0.5093845719053882,34.326632870451746,289.4049846753395,541.5601752631562,54.05004715697115,595.6102224201273
2026-04-01 10:40:00,1775040000,10,2,0.5135646340942733,35.22545147521267,284.62178584728264,562.4534320750812,55.94489129883649,618.3983233739177
2026-04-01 10:45:00,1775040300,10,2,0.5201802681793981,34.86217366908923,296.08877792078124,550.7255109050433,60.509034928830836,611.2345458338741
2026-04-01 10:50:00,1775040600,10,2,0.5228974447185368,35.62373170938848,280.8543959435206,559.3232564362124,49.08825090924231,608.4115073454548
2026-04-01 10:55:00,1775040900,10,2,0.5064261741936371,35.44289822080772,291.5459444208935,555.3454226730664,35.94677045220526,591.2921931252716
2026-04-01 11:00:00,1775041200,11,2,0.4964901770228505,35.87637215363475,291.6067280036456,556.3233590371709,56.69470164457463,613.0180606817455
2026-04-01 11:05:00,1775041500,11,2,0.4747151911567424,37.0376724244294,321.77469712613566,579.8716749062354,51.59143678407584,631.4631116903113
2026-04-01 11:10:00,1775041800,11,2,0.4389150097997023,37.145410329156846,329.1208890141548,602.3258059430851,50.59969479316003,652.9255007362451
2026-04-01 11:15:00,1775042100,11,2,0.45106337892503706,37.184478807463165,327.79651996157213,570.1363030383553,37.165965116887776,607.3022681552432
2026-04-01 11:20:00,1775042400,11,2,0.4674228413709198,37.772073234068806,321.29077524769536,604.3609772624202,48.04164136394659,652.4026186263668
2026-04-01 11:25:00,1775042700,11,2,0.4600704909004217,37.831322446716335,326.5358856303057,602.2960760905798,38.06345213874281,640.3595282293227
2026-04-01 11:30:00,1775043000,11,2,0.4538846023841865,38.56337649631376,327.3628857617557,629.2867952407762,54.81964988445759,684.1064451252338
2026-04-01 11:35:00,1775043300,11,2,0.45764506571935987,37.80588844254637,327.78816533457444,587.044263783876,45.7010597129616,632.7453234968376
2026-04-01 11:40:00,1775043600,11,2,0.4317630368614694,38.161212447510636,337.3412443365091,613.3913007379141,44.804656036354416,658.1959567742686
2026-04-01 11:45:00,1775043900,11,2,0.4375106510931374,37.903714800089496,332.16621877889406,612.6650739383522,34.62844516910968,647.2935191074619
2026-04-01 11:50:00,1775044200,11,2,0.436623378497304,38.547270344023026,335.7126699832438,595.4509542215117,60.270958696840424,655.7219129183521
2026-04-01 11:55:00,1775044500,11,2,0.4603000222873799,39.32479803299269,328.67983376276595,622.1162920869333,47.414353687706445,669.5306457746398
2026-04-01 12:00:00,1775044800,12,2,0.461131166497412,39.68317261847585,327.62947886117246,642.4348633270004,50.869807703377575,693.3046710303779
2026-04-01 12:05:00,1775045100,12,2,0.4841424240004201,39.588989989788175,310.9696412832225,648.661555010495,42.64509909307445,691.3066541035695
2026-04-01 12:10:00,1775045400,12,2,0.5018092758306322,38.30982439769867,304.7886016066736,618.6392053316067,33.49424940033346,652.1334547319402
2026-04-01 12:15:00,1775045700,12,2,0.4724229358339606,40.07745552064778,327.5733963772925,659.0506803350665,44.683744118227466,703.734424453294
2026-04-01 12:20:00,1775046000,12,2,0.4892984948585899,38.70980375305824,313.77110965397435,609.7488863156748,46.28458662227286,656.0334729379476
2026-04-01 12:25:00,1775046300,12,2,0.4830065161492519,40.28258211997594,319.90578239414083,634.3865315103874,52.92760020914843,687.3141317195358
2026-04-01 12:30:00,1775046600,12,2,0.4800601358033519,39.83272381133815,311.7703024533752,647.7855698126755,46.449675891108676,694.2352457037841
2026-04-01 12:35:00,1775046900,12,2,0.49130597365258527,40.47529434204753,304.70728903424816,643.0512355881524,42.81651140302721,685.8677469911796
2026-04-01 12:40:00,1775047200,12,2,0.47313899870899356,39.70748138612014,313.44725979527107,632.5674586161001,34.96660602857666,667.5340646446767
2026-04-01 12:45:00,1775047500,12,2,0.4367991018386726,41.29495846094152,328.6256626402088,688.3775315986176,50.484534954227485,738.862066552845
2026-04-01 12:50:00,1775047800,12,2,0.4611124434955007,40.00434348213113,315.99842346136757,652.6179300099238,42.03439806229133,694.6523280722151
2026-04-01 12:55:00,1775048100,12,2,0.4537595917904736,40.58337296903287,326.86806104141033,654.0629515903556,63.20806533765698,717.2710169280126
2026-04-01 13:00:00,1775048400,13,2,0.44899460014810205,40.581297232680456,321.2262197431265,652.2829302820697,51.50146661338102,703.7843968954508
2026-04-01 13:05:00,1775048700,13,2,0.4388252104471561,40.387815967696824,331.29973925905324,666.0672322440331,55.621028400329905,721.688260644363
2026-04-01 13:10:00,1775049000,13,2,0.46190879360689396,41.32535523048754,313.68504191609026,679.3442938841018,47.51211333710828,726.8564072212101
2026-04-01 13:15:00,1775049300,13,2,0.46474212810116006,42.290243187571285,296.35284658255347,679.5482620238198,52.012802897679116,731.5610649214989
2026-04-01 13:20:00,1775049600,13,2,0.4444883283386181,42.93985830742504,318.5044127755415,682.725928660519,41.09284684229747,723.8187755028165
2026-04-01 13:25:00,1775049900,13,2,0.46368059113233867,41.671568426874515,296.3858694296862,708.6189158757576,38.21781174330394,746.8367276190615
2026-04-01 13:30:00,1775050200,13,2,0.4615076457557273,42.29929656514621,303.202804069634,679.6232873604775,50.15131077348556,729.7745981339631
2026-04-01 13:35:00,1775050500,13,2,0.4505454334408437,42.01341851779503,299.1298397141309,697.3314842431171,55.70391655201076,753.0354007951279
2026-04-01 13:40:00,1775050800,13,2,0.4478289558715946,42.256454577849986,311.6837178590726,715.3494192699709,30.541882299384227,745.8913015693552
2026-04-01 13:45:00,1775051100,13,2,0.4705807419553964,41.81264858334822,297.3772099291765,688.2285360901229,45.00896509195959,733.2375011820825
2026-04-01 13:50:00,1775051400,13,2,0.4663008497063536,42.18749609853237,284.6849207301057,685.7131951751742,68.42122107888392,754.1344162540581
2026-04-01 13:55:00,1775051700,13,2,0.4642624969824425,42.448050047215105,285.0887715334563,679.8736150562737,54.79227551669955,734.6658905729732
2026-04-01 14:00:00,1775052000,14,2,0.45990690000887974,41.98530846413079,284.8785823131111,670.4319115355726,65.37646033690498,735.8083718724776
2026-04-01 14:05:00,1775052300,14,2,0.4461123501607289,42.37246697191563,288.7601676454335,702.4913258837219,43.659550482114156,746.150876365836
2026-04-01 14:10:00,1775052600,14,2,0.41910626290705694,42.57895371496514,289.2902363741476,721.0001069431776,45.4209423500556,766.4210492932332
2026-04-01 14:15:00,1775052900,14,2,0.447733599335647,42.934349667027405,270.9979650496703,703.3938511266205,59.667333203445075,763.0611843300655
2026-04-01 14:20:00,1775053200,14,2,0.4539470578676937,42.00734553750029,266.5378801466625,682.7087016865186,56.23520355378326,738.9439052403018
2026-04-01 14:25:00,1775053500,14,2,0.44937032849252295,42.581896134080566,267.3027520515438,710.9735698723177,49.05615423940315,760.0297241117208
2026-04-01 14:30:00,1775053800,14,2,0.4505235874692146,43.596445564352905,268.82508874607004,712.7476422343861,37.37484190731495,750.1224841417011
2026-04-01 14:35:00,1775054100,14,2,0.4581774411958947,43.21684709809249,258.08794022977537,718.0108416836587,61.56851962226911,779.5793613059278
2026-04-01 14:40:00,1775054400,14,2,0.45898686317609066,43.33208893471072,247.29707959872567,717.2012828803486,75.10228147527712,792.3035643556257
2026-04-01 14:45:00,1775054700,14,2,0.4772935635219906,42.59898464296161,244.5990547104473,696.4990434464971,34.28133811703247,730.7803815635295
2026-04-01 14:50:00,1775055000,14,2,0.45256647165995784,42.88576919331644,241.57539512872037,707.5074086683366,64.03619149749439,771.543600165831
2026-04-01 14:55:00,1775055300,14,2,0.4430799176113813,43.282743833793425,245.6170749531438,739.2543208798347,45.316988573426286,784.571309453261
2026-04-01 15:00:00,1775055600,15,2,0.47269230292610925,43.416666250134924,240.868013894001,726.424879534624,46.665313489618505,773.0901930242425
2026-04-01 15:05:00,1775055900,15,2,0.5085107577431329,41.478670093341755,212.09372208383786,694.1963102129737,52.69639487538334,746.892705088357
2026-04-01 15:10:00,1775056200,15,2,0.510269445830009,41.77903488709825,212.53491539603513,673.2841544483449,37.94476720860003,711.228921656945
2026-04-01 15:15:00,1775056500,15,2,0.4961638387136098,43.14713939761582,203.2609014406975,727.6116776934089,49.62861555055615,777.240293243965
2026-04-01 15:20:00,1775056800,15,2,0.5100230781171433,42.263873657676704,197.8928578016006,703.830636508368,33.88746372197831,737.7181002303463
2026-04-01 15:25:00,1775057100,15,2,0.5189340206409332,41.99517372994529,191.30492472089713,669.8316758498435,54.760824897782044,724.5925007476255
2026-04-01 15:30:00,1775057400,15,2,0.5468762908390432,41.53159881947961,178.56673601118246,687.8569691671088,72.33722037963169,760.1941895467405
2026-04-01 15:35:00,1775057700,15,2,0.5569560255830294,41.79223040215981,184.4903537824484,678.9745346944599,43.60468510836338,722.5792198028232
2026-04-01 15:40:00,1775058000,15,2,0.5821855721185557,41.197984410347914,160.02972720847387,653.2694100927672,48.31256661708289,701.5819767098501
2026-04-01 15:45:00,1775058300,15,2,0.5801478182873816,42.904624049969705,159.85693978026967,709.8295036468713,48.80521823927251,758.6347218861439
2026-04-01 15:50:00,1775058600,15,2,0.5675396773996529,41.85478367601062,144.63122784943164,694.3106525601058,59.864685939910025,754.1753385000159
2026-04-01 15:55:00,1775058900,15,2,0.5352437909562312,41.93658164700325,157.423897743451,690.7608771142461,54.05572369051801,744.8166008047641
2026-04-01 16:00:00,1775059200,16,2,0.5669535094721098,42.03334361883672,149.41600145062574,689.2060738885231,59.20346010351929,748.4095339920424
2026-04-01 16:05:00,1775059500,16,2,0.5780102889974986,42.0917443194699,133.59583219455695,687.4100666675073,44.93764664797627,732.3477133154836
2026-04-01 16:10:00,1775059800,16,2,0.5736654360965002,42.02607878214766,118.96883237605944,723.5363709161244,54.33569004819796,777.8720609643224
2026-04-01 16:15:00,1775060100,16,2,0.5393645162876449,42.17661500920438,131.4927048097442,677.7038415559219,16.32194267064142,694.0257842265634
2026-04-01 16:20:00,1775060400,16,2,0.5304546169429397,41.27846189971373,127.32776518238684,687.2531270052599,56.674625719890294,743.9277527251502
2026-04-01 16:25:00,1775060700,16,2,0.5199179484484007,41.401575221314545,126.47653831122399,678.2379378576039,37.822072912047375,716.0600107696513
2026-04-01 16:30:00,1775061000,16,2,0.4991189486727056,41.9374152407487,129.78627184903215,677.3114387208594,46.72406118500074,724.0354999058602
2026-04-01 16:35:00,1775061300,16,2,0.487931931554596,41.238039300400295,112.99867610766705,674.1129742364952,57.45251108644205,731.5654853229373
